event_id,latitude,longitude,acq_date,candidate_priority,landcover_class,frp,processing_status,is_real_cdse_data,failure_reason,aoi_dimensions_m,raster_dimensions_px,bands_requested,selected_pre_image_date,pre_product_id,pre_product_name,pre_tile_id,pre_cloud_cover_catalogue,pre_observation_status,pre_observation_failure_reason,selected_post_image_date,post_product_id,post_product_name,post_tile_id,post_cloud_cover_catalogue,post_observation_status,post_observation_failure_reason,pre_obs_date,pre_raster_dimensions,pre_bands_requested,s2_pre_spectral_valid_pixels,s2_pre_spectral_valid_pct,s2_pre_feature_status,post_obs_date,post_raster_dimensions,post_bands_requested,s2_post_spectral_valid_pixels,s2_post_spectral_valid_pct,s2_post_feature_status,s2_pre_total_pixels,s2_post_total_pixels,s2_pre_ndvi_mean,s2_post_ndvi_mean,s2_pre_ndvi_median,s2_post_ndvi_median,s2_pre_ndvi_std,s2_post_ndvi_std,s2_pre_ndvi_min,s2_post_ndvi_min,s2_pre_ndvi_max,s2_post_ndvi_max,s2_pre_nbr_mean,s2_post_nbr_mean,s2_pre_nbr_median,s2_post_nbr_median,s2_pre_nbr_std,s2_post_nbr_std,s2_pre_nbr_min,s2_post_nbr_min,s2_pre_nbr_max,s2_post_nbr_max,s2_pre_ndwi_mean,s2_post_ndwi_mean,s2_pre_ndwi_median,s2_post_ndwi_median,s2_pre_ndwi_std,s2_post_ndwi_std,s2_pre_ndwi_min,s2_post_ndwi_min,s2_pre_ndwi_max,s2_post_ndwi_max,s2_pre_swir_ratio_mean,s2_post_swir_ratio_mean,s2_pre_swir_ratio_median,s2_post_swir_ratio_median,s2_pre_swir_ratio_std,s2_post_swir_ratio_std,s2_pre_b04_mean,s2_post_b04_mean,s2_pre_b08_mean,s2_post_b08_mean,s2_pre_b11_mean,s2_post_b11_mean,s2_pre_b12_mean,s2_post_b12_mean,s2_change_status,s2_change_failure_reason,s2_dndvi_mean,s2_abs_dndvi_mean,s2_dndvi_median,s2_abs_dndvi_median,s2_dnbr_mean,s2_abs_dnbr_mean,s2_dnbr_median,s2_abs_dnbr_median,s2_dndwi_mean,s2_abs_dndwi_mean,s2_dndwi_median,s2_abs_dndwi_median,s2_dswir_ratio_mean,s2_abs_dswir_ratio_mean,s2_dswir_ratio_median,s2_abs_dswir_ratio_median
FIRMS_TN_0149,12.64964,77.89924,2024-12-19,MEDIUM,Grassland,5.29,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0150,11.44375,77.46748,2024-12-20,HIGH,Cropland,6.68,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0151,11.44777,77.46694,2024-12-20,HIGH,Tree cover,9.86,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0152,11.2123,77.60321,2024-12-20,MEDIUM,Cropland,1.68,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0153,12.97122,79.91327,2024-12-20,LOW,Grassland,1.15,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0154,11.52357,77.66821,2024-12-21,LOW,Cropland,1.34,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0155,11.47827,77.61415,2024-12-21,MEDIUM,Cropland,1.9,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0156,11.47069,77.67638,2024-12-21,MEDIUM,Tree cover,1.67,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0157,11.10388,77.42687,2024-12-21,MEDIUM,Built-up,2.59,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0158,10.74081,77.85687,2024-12-21,MEDIUM,Grassland,0.91,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0159,9.91195,77.92106,2024-12-21,MEDIUM,Tree cover,2.18,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0160,13.39486,80.10213,2024-12-21,MEDIUM,Shrubland,1.21,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0161,8.57614,77.6655,2024-12-22,MEDIUM,Built-up,5.01,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0162,8.84257,78.11455,2024-12-22,MEDIUM,Shrubland,2.62,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0163,13.39196,80.10265,2024-12-22,MEDIUM,Grassland,0.85,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0164,13.39257,80.10049,2024-12-22,MEDIUM,Shrubland,0.96,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0165,13.39311,80.07539,2024-12-22,LOW,Built-up,0.47,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0166,11.8156,77.91853,2024-12-22,HIGH,Built-up,1.64,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0167,11.81169,77.92155,2024-12-22,HIGH,Tree cover,2.08,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0168,12.05193,79.74717,2024-12-23,MEDIUM,Tree cover,3.25,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0169,11.57135,79.6544,2024-12-23,MEDIUM,Cropland,7.97,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0170,10.92947,77.06361,2024-12-23,LOW,Grassland,0.87,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0171,11.8166,77.91568,2024-12-23,HIGH,Built-up,2.52,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0172,13.16163,80.28162,2024-12-24,MEDIUM,Built-up,1.34,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0173,13.06699,80.18574,2024-12-24,LOW,Built-up,0.39,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0174,12.6561,77.75505,2024-12-24,LOW,Cropland,0.42,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0175,9.8559,77.33848,2024-12-25,MEDIUM,Grassland,3.09,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0176,10.76445,78.79064,2024-12-27,HIGH,Tree cover,4.52,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0177,10.64623,79.0605,2024-12-27,MEDIUM,Shrubland,9.95,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0178,13.08411,79.97797,2024-12-27,MEDIUM,Shrubland,0.94,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0179,13.39336,80.10159,2024-12-27,MEDIUM,Grassland,1.53,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0180,11.81603,77.91521,2024-12-27,HIGH,Tree cover,0.95,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0181,11.8112,77.9226,2024-12-27,HIGH,Tree cover,1.36,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0182,8.65828,78.11434,2024-12-28,MEDIUM,Permanent water bodies,6.71,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0183,12.99904,79.90917,2024-12-28,LOW,Grassland,1.42,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0184,11.80998,77.9227,2024-12-28,HIGH,Built-up,1.43,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0185,11.36158,79.23222,2024-12-28,MEDIUM,Built-up,0.55,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0186,13.19071,80.22569,2024-12-28,LOW,Cropland,1.75,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0187,11.818,77.91617,2024-12-28,HIGH,Tree cover,1.51,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0188,13.39401,80.10009,2024-12-28,MEDIUM,Grassland,1.64,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
