event_id,row_id,acq_date,acq_time,acq_datetime,latitude,longitude,satellite,satellite_source,instrument,frp,brightness,bright_t31,brightness_difference,frp_brightness_ratio,log_frp,confidence,confidence_numeric,daynight,is_day,is_forest_fire_season,is_stubble_burning_season,grid_detection_count,grid_active_days,persistent_location_flag,grid_total_frp,grid_brightness_mean,high_brightness_flag_local,high_frp_flag_local,brightness_zscore_local,frp_zscore_local,landcover_code,landcover_class,osm_coverage_status,distance_to_facility_m,distance_to_facility_km,nearest_facility_osm_id,nearest_facility_osm_type,nearest_facility_name,nearest_facility_type,nearest_facility_category,nearest_facility_tier,near_industrial_500m,near_industrial_1000m,near_industrial_2000m,near_industrial_5000m,near_industrial_10000m,distance_to_higher_relevance_m,distance_to_higher_relevance_km,nearest_hr_osm_id,nearest_hr_name,nearest_hr_category,near_higher_relevance_500m,near_higher_relevance_1000m,near_higher_relevance_2000m,near_higher_relevance_5000m,near_higher_relevance_10000m,candidate_priority_score,candidate_priority,is_spatial_duplicate,selection_rationale,ground_truth_status,weak_label,epoch_day,processing_status,is_real_cdse_data,failure_reason,aoi_dimensions_m,raster_dimensions_px,bands_requested,selected_pre_image_date,pre_product_id,pre_product_name,pre_tile_id,pre_cloud_cover_catalogue,pre_observation_status,pre_observation_failure_reason,selected_post_image_date,post_product_id,post_product_name,post_tile_id,post_cloud_cover_catalogue,post_observation_status,post_observation_failure_reason,pre_obs_date,pre_raster_dimensions,pre_bands_requested,s2_pre_spectral_valid_pixels,s2_pre_spectral_valid_pct,s2_pre_feature_status,pre_bbox_wgs84,pre_download_bytes,post_obs_date,post_raster_dimensions,post_bands_requested,s2_post_spectral_valid_pixels,s2_post_spectral_valid_pct,s2_post_feature_status,post_bbox_wgs84,post_download_bytes,s2_pre_total_pixels,s2_post_total_pixels,s2_pre_ndvi_mean,s2_post_ndvi_mean,s2_pre_ndvi_median,s2_post_ndvi_median,s2_pre_ndvi_std,s2_post_ndvi_std,s2_pre_ndvi_min,s2_post_ndvi_min,s2_pre_ndvi_max,s2_post_ndvi_max,s2_pre_nbr_mean,s2_post_nbr_mean,s2_pre_nbr_median,s2_post_nbr_median,s2_pre_nbr_std,s2_post_nbr_std,s2_pre_nbr_min,s2_post_nbr_min,s2_pre_nbr_max,s2_post_nbr_max,s2_pre_ndwi_mean,s2_post_ndwi_mean,s2_pre_ndwi_median,s2_post_ndwi_median,s2_pre_ndwi_std,s2_post_ndwi_std,s2_pre_ndwi_min,s2_post_ndwi_min,s2_pre_ndwi_max,s2_post_ndwi_max,s2_pre_swir_ratio_mean,s2_post_swir_ratio_mean,s2_pre_swir_ratio_median,s2_post_swir_ratio_median,s2_pre_swir_ratio_std,s2_post_swir_ratio_std,s2_pre_b04_mean,s2_post_b04_mean,s2_pre_b08_mean,s2_post_b08_mean,s2_pre_b11_mean,s2_post_b11_mean,s2_pre_b12_mean,s2_post_b12_mean,s2_change_status,s2_change_failure_reason,s2_dndvi_mean,s2_abs_dndvi_mean,s2_dndvi_median,s2_abs_dndvi_median,s2_dnbr_mean,s2_abs_dnbr_mean,s2_dnbr_median,s2_abs_dnbr_median,s2_dndwi_mean,s2_abs_dndwi_mean,s2_dndwi_median,s2_abs_dndwi_median,s2_dswir_ratio_mean,s2_abs_dswir_ratio_mean,s2_dswir_ratio_median,s2_abs_dswir_ratio_median
FIRMS_TN_0051,51,2024-11-10,2010,2024-11-10T20:00,11.81612,77.91793,N20,VIIRS_N20,VIIRS,3.93,329.91,292.9,37.01000000000005,0.011912339729017,1.5953389880545987,n,1.0,N,0,0,1,43,20,1,64.3,308.93627906976747,1,1,2.677516684445773,3.448221396277839,60,Bare/sparse vegetation,COVERED,184.0999649636778,0.1840999649636777,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,184.0999649636778,0.1840999649636777,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,0.683505672022847,HIGH,False,Within 500 m of HIGHER_RELEVANCE facility: Steel / Metallurgy (JSW Steel Plant); Moderate FRP=3.9 MW; Persistent location (active 20 days); Landcover=Bare/sparse vegetation,UNVERIFIED,Other/Unclassified,314,CLOUD_REJECTED,True,Pre cloud-rejected (Valid surface pixel coverage too low: 0.0% (threshold: 70.0%)); post: MISSING_PRODUCT,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-10-29T05:08:39.024000Z,f26a883d-7c73-45f4-b94b-bda569ca8c30,S2B_MSIL2A_20241029T050839_N0511_R019_T43PHP_20241029T073358.SAFE,T43PHP,23.18341,CLOUD_REJECTED,Valid surface pixel coverage too low: 0.0% (threshold: 70.0%),,,,,,MISSING_PRODUCT,No usable post-event product was matched in catalogue search.,2024-10-29T05:08:39.024000Z,50x50,"SCL, B04, B08, B11, B12",0.0,0.0,ALL_PIXELS_MASKED,"[77.91334,11.81163,77.92252,11.82061]",18648.0,,50x50,"SCL, B04, B08, B11, B12",,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_BOTH,Pre features are unusable and post features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0295,295,2025-01-07,2025,2025-01-07T20:00,11.81625,77.91691,N20,VIIRS_N20,VIIRS,2.43,327.38,293.31,34.06999999999999,0.0074225670474677,1.2325602611778486,n,1.0,N,0,0,0,43,8,1,64.3,308.93627906976747,1,0,2.354535500793075,1.323756021744258,50,Built-up,COVERED,241.3261647496208,0.2413261647496208,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,241.3261647496208,0.2413261647496208,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,0.5406122298426247,HIGH,False,Within 500 m of HIGHER_RELEVANCE facility: Steel / Metallurgy (JSW Steel Plant); Moderate FRP=2.4 MW; Recurring detection (8 active days); Landcover=Built-up,UNVERIFIED,Other/Unclassified,372,CLOUD_REJECTED,True,Pre cloud-rejected (Valid surface pixel coverage too low: 0.0% (threshold: 70.0%)); post: MISSING_PRODUCT,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-12-23T05:12:31.024000Z,effc73fc-670f-47e6-ae7f-2aea916ba71f,S2A_MSIL2A_20241223T051231_N0511_R019_T43PHP_20241223T084549.SAFE,T43PHP,39.632958,CLOUD_REJECTED,Valid surface pixel coverage too low: 0.0% (threshold: 70.0%),,,,,,MISSING_PRODUCT,No usable post-event product was matched in catalogue search.,2024-12-23T05:12:31.024000Z,50x50,"SCL, B04, B08, B11, B12",0.0,0.0,ALL_PIXELS_MASKED,"[77.91232,11.81176,77.92150,11.82074]",20979.0,,50x50,"SCL, B04, B08, B11, B12",,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_BOTH,Pre features are unusable and post features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0381,381,2024-11-18,2036,2024-11-18T20:00,11.81552,77.91557,N,VIIRS_SUOMI_NPP,VIIRS,0.62,301.63,289.73,11.899999999999975,0.0020554984583761,0.4824261492442927,n,1.0,N,0,0,1,43,20,1,64.3,308.93627906976747,0,0,-0.932723581838105,-1.23976553019293,10,Tree cover,COVERED,308.624437117436,0.308624437117436,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,308.624437117436,0.308624437117436,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,0.5913373633306975,HIGH,False,Within 500 m of HIGHER_RELEVANCE facility: Steel / Metallurgy (JSW Steel Plant); Low FRP=0.62 MW; Persistent location (active 20 days); Landcover=Tree cover,UNVERIFIED,Other/Unclassified,322,MISSING_PRODUCT,False,Neither observation was available in catalogue search.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,MISSING_PRODUCT,No usable pre-event product was matched in catalogue search.,,,,,,MISSING_PRODUCT,No usable post-event product was matched in catalogue search.,,50x50,"SCL, B04, B08, B11, B12",,,,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0151,151,2024-12-20,826,2024-12-20T08:00,11.44777,77.46694,N20,VIIRS_N20,VIIRS,9.86,354.99,300.5,54.49000000000001,0.027775430293811,2.385086314505789,n,1.0,D,1,0,0,2,1,0,16.54,353.31,1,1,2.383637886262311,3.3056892410507035,10,Tree cover,COVERED,1615.1911283383236,1.6151911283383236,1440947503,node,Coirmedia,Industrial Works,Manufacturing & Industrial Works,HIGHER_RELEVANCE,0,0,1,1,1,1615.1911283383236,1.6151911283383236,1440947503,Coirmedia,Manufacturing & Industrial Works,0,0,1,1,1,0.5584486921109824,HIGH,False,Within 2 km of HIGHER_RELEVANCE facility: Manufacturing & Industrial Works (Coirmedia); High FRP=9.9 MW; Landcover=Tree cover,UNVERIFIED,Other/Unclassified,354,PARTIAL_PRE_ONLY,True,Pre successful; post unavailable: MISSING_PRODUCT (No usable post-event product was matched in catalogue search.),1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-12-18T05:11:29.024000Z,21ce1078-4d36-419b-b0d1-bd2e221808b5,S2B_MSIL2A_20241218T051129_N0511_R019_T43PGN_20241218T094845.SAFE,T43PGN,17.029287,REAL_CDSE_SUCCESS,,,,,,,MISSING_PRODUCT,No usable post-event product was matched in catalogue search.,2024-12-18T05:11:29.024000Z,50x50,"SCL, B04, B08, B11, B12",2493.0,99.72,SUCCESS,"[77.46236,11.44328,77.47152,11.45226]",19364.0,,50x50,"SCL, B04, B08, B11, B12",,,,,,2500.0,,0.5478570096591503,,0.5937683715461494,,0.19313493594434114,,-0.19976793656932895,,0.8978494623655914,,0.26228396946114196,,0.2727764260610976,,0.2317789780349741,,-0.4557411548073129,,0.7393629953805009,,0.07993769362495091,,0.08224377899620414,,0.16618661527828804,,-0.48535564853556484,,0.4947764312578354,,0.6783084188169483,,0.6679470763977806,,0.13241647039367999,,762.3874849578821,,2596.249498596069,,2208.9955876454073,,1547.3285198555957,,MISSING_POST,Post Step 3A features are unusable (status: NONE).,,,,,,,,,,,,,,,,
FIRMS_TN_0240,240,2025-01-03,722,2025-01-03T07:00,8.20461,77.64593,N20,VIIRS_N20,VIIRS,3.94,337.12,289.89,47.23000000000002,0.0116872330327479,1.597365331199831,n,1.0,D,1,0,0,1,1,0,3.94,337.12,0,0,1.2249273438904331,0.7118658614891707,20,Shrubland,FAILED_TILE,43798.71074204502,43.79871074204502,1081579633,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,43798.71074204502,43.79871074204502,1081579633,,Mining & Quarry,0,0,0,0,0,0.350044354871547,MEDIUM,False,FAILED_TILE: Tuticorin region - major port/industrial zone with no OSM coverage; Moderate FRP=3.9 MW; Landcover=Shrubland,UNVERIFIED,Other/Unclassified,368,PARTIAL_POST_ONLY,True,Post successful; pre unavailable: CLOUD_REJECTED (Valid surface pixel coverage too low: 25.1% (threshold: 70.0%)),1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2025-01-02T05:12:21.024000Z,7e8c5844-9e32-46d0-8f20-de704f010986,S2A_MSIL2A_20250102T051221_N0511_R019_T43PGK_20250102T080951.SAFE,T43PGK,30.248123,CLOUD_REJECTED,Valid surface pixel coverage too low: 25.1% (threshold: 70.0%),2025-01-07T05:11:19.024000Z,8478059e-756f-4a18-bf8d-b762fd4f20c9,S2B_MSIL2A_20250107T051119_N0511_R019_T43PGK_20250107T080132.SAFE,T43PGK,5.05701,REAL_CDSE_SUCCESS,,2025-01-02T05:12:21.024000Z,50x50,"SCL, B04, B08, B11, B12",628.0,25.12,SUCCESS,"[77.64139,8.20012,77.65047,8.20910]",19191.0,2025-01-07T05:11:19.024000Z,50x50,"SCL, B04, B08, B11, B12",2500.0,100.0,SUCCESS,"[77.64139,8.20012,77.65047,8.20910]",19384.0,2500.0,2500.0,0.3587900297317315,0.32473077863209954,0.3385582285217523,0.3084994408343943,0.10925816669677388,0.14341473087576967,0.10453850076491586,-0.06578276389597144,0.6675661090124123,0.7850583271283197,0.09653419126037717,0.00670766524693191,0.06710538843149316,-0.031145259106789377,0.17805021918752964,0.16645556888133967,-0.21916771752837327,-0.37733598409542746,0.6544592847910383,0.6983482263742214,-0.08623784615036902,-0.12533733925101284,-0.10716688656931884,-0.15284275764243288,0.14047770327279602,0.12687598000244518,-0.3765659543109801,-0.40887548470486856,0.38678223185265437,0.42811755361397935,0.6883756079915094,0.767460459747924,0.7013526475800289,0.7567450160847207,0.07697395764784881,0.10363096074103519,1124.8057324840765,1246.4552,2370.9267515923566,2395.2432,2886.3869426751594,3123.5972,2021.5780254777071,2424.3572,INSUFFICIENT_VALID_DATA,"Valid pixel coverage too low: pre=25.1%, post=100.0% (threshold=70.0%).",,,,,,,,,,,,,,,,
FIRMS_TN_0243,243,2025-01-03,724,2025-01-03T07:00,10.74473,77.07406,N20,VIIRS_N20,VIIRS,15.17,367.0,298.07,68.93,0.0413351498637602,2.783157673589016,h,2.0,D,1,0,0,3,1,0,37.94,353.26,1,1,3.162379554638709,5.632243657515525,30,Grassland,FAILED_TILE,19523.65612649716,19.52365612649716,6478182087,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,19523.65612649716,19.52365612649716,6478182087,,Power Plant,0,0,0,0,0,0.468857626547124,MEDIUM,False,FAILED_TILE: OSM coverage unavailable - industrial context unknown; Very high FRP=15.2 MW; Landcover=Grassland,UNVERIFIED,Other/Unclassified,368,PARTIAL_PRE_ONLY,True,Pre successful; post unavailable: CLOUD_REJECTED (Valid surface pixel coverage too low: 0.0% (threshold: 70.0%)),1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-12-23T05:12:31.024000Z,a66773bb-844d-4617-91b3-1680cbbb6000,S2A_MSIL2A_20241223T051231_N0511_R019_T43PGM_20241223T084549.SAFE,T43PGM,23.948447,REAL_CDSE_SUCCESS,,2025-01-07T05:11:19.024000Z,986845cd-c43e-4074-8a09-a5ae2b1de58a,S2B_MSIL2A_20250107T051119_N0511_R019_T43PGM_20250107T080132.SAFE,T43PGM,23.937137,CLOUD_REJECTED,Valid surface pixel coverage too low: 0.0% (threshold: 70.0%),2024-12-23T05:12:31.024000Z,50x50,"SCL, B04, B08, B11, B12",2067.0,82.68,SUCCESS,"[77.06949,10.74024,77.07863,10.74922]",19023.0,2025-01-07T05:11:19.024000Z,50x50,"SCL, B04, B08, B11, B12",0.0,0.0,ALL_PIXELS_MASKED,"[77.06949,10.74024,77.07863,10.74922]",21411.0,2500.0,2500.0,0.6207211748235049,,0.6482173174872665,,0.11537775897248548,,0.1317614424410541,,0.8040859088528025,,0.359224342532122,,0.3952730236348818,,0.16365805441230105,,-0.20126282557221783,,0.679728478864548,,0.1126417159869147,,0.13156230234029095,,0.11926258949029579,,-0.35251231527093596,,0.35764705882352943,,0.5864750749239276,,0.5677919203099059,,0.09129584308238901,,578.2999516207063,,2458.731494920174,,1998.9163038219642,,1203.6318335752298,,MISSING_POST,Post Step 3A features are unusable (status: ALL_PIXELS_MASKED).,,,,,,,,,,,,,,,,
FIRMS_TN_0232,232,2025-01-02,743,2025-01-02T07:00,13.14527,79.34011,N20,VIIRS_N20,VIIRS,4.12,333.58,294.47,39.10999999999996,0.0123508603633311,1.6331544390514163,n,1.0,D,1,0,0,1,1,0,4.12,333.58,0,0,0.9953898329784874,0.790732112894758,20,Shrubland,FAILED_TILE,111973.52913226772,111.97352913226771,342136913,way,Rajanthangal,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,114547.90495185523,114.54790495185524,705173099,Sree Amman Transformer Works,Manufacturing & Industrial Works,0,0,0,0,0,0.3408372260256728,MEDIUM,False,FAILED_TILE: Chennai/Ennore coast - high-density industrial region with no OSM coverage; Moderate FRP=4.1 MW; Landcover=Shrubland,UNVERIFIED,Other/Unclassified,367,CLOUD_REJECTED,True,Both pre and post observations rejected due to cloud/shadow cover.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-12-28T05:11:29.024000Z,fc2570cf-9e85-4f0e-9f41-6dfc4e3b24c5,S2B_MSIL2A_20241228T051129_N0511_R019_T44PLV_20241228T071311.SAFE,T44PLV,37.84014,CLOUD_REJECTED,Valid surface pixel coverage too low: 1.8% (threshold: 70.0%),2025-01-07T05:11:19.024000Z,598e3aed-f190-439c-bab9-122e0db5e0db,S2B_MSIL2A_20250107T051119_N0511_R019_T44PLV_20250107T080132.SAFE,T44PLV,10.149629,CLOUD_REJECTED,Valid surface pixel coverage too low: 67.8% (threshold: 70.0%),2024-12-28T05:11:29.024000Z,50x50,"SCL, B04, B08, B11, B12",46.0,1.84,SUCCESS,"[79.33550,13.14078,79.34472,13.14976]",20761.0,2025-01-07T05:11:19.024000Z,50x50,"SCL, B04, B08, B11, B12",1694.0,67.76,SUCCESS,"[79.33550,13.14078,79.34472,13.14976]",18879.0,2500.0,2500.0,0.6268291412750713,0.5668665085349865,0.6071051390633244,0.5738554906566768,0.1441892784071209,0.12688529759791023,0.3099186991869919,0.1839491458085022,0.8651882112634958,0.8380450407283182,0.3579939624948313,0.2828670320306072,0.3508052537700665,0.28444924284511397,0.16461762180602618,0.17162993714370242,0.006245316012990257,-0.3128140703517588,0.6551009839461419,0.6807604064241233,0.15734432205359059,0.07517660047686538,0.15792017639284664,0.07025850626517494,0.13173657256962534,0.1307156466337998,-0.10488888888888889,-0.32924586143470264,0.3690297708288713,0.47551686615886835,0.6421714315296676,0.6460287282516455,0.6501909314537623,0.6235050680205223,0.09316393223124783,0.09782312108403919,527.6521739130435,659.8317591499409,2387.086956521739,2422.1357733175914,1726.2608695652175,2098.497048406139,1123.0869565217392,1372.4061393152301,INSUFFICIENT_VALID_DATA,"Valid pixel coverage too low: pre=1.8%, post=67.8% (threshold=70.0%).",,,,,,,,,,,,,,,,
FIRMS_TN_0470,470,2024-12-20,802,2024-12-20T08:00,9.32755,77.64175,N,VIIRS_SUOMI_NPP,VIIRS,2.54,334.31,297.91,36.39999999999998,0.0075977386258263,1.264126727145683,n,1.0,D,1,0,0,1,1,0,2.54,334.31,0,0,1.04272383946598,0.0984616838901595,20,Shrubland,FAILED_TILE,13173.712771370056,13.173712771370056,906386131,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,14233.149364882916,14.233149364882914,642500075,,Mining & Quarry,0,0,0,0,0,0.3179320439797362,MEDIUM,False,FAILED_TILE: Tuticorin region - major port/industrial zone with no OSM coverage; Moderate FRP=2.5 MW; Landcover=Shrubland,UNVERIFIED,Other/Unclassified,354,CLOUD_REJECTED,True,Both pre and post observations rejected due to cloud/shadow cover.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-12-18T05:11:29.024000Z,806a9c26-d67b-4942-9d49-7c7477ae6665,S2B_MSIL2A_20241218T051129_N0511_R019_T43PGL_20241218T094845.SAFE,T43PGL,11.848027,CLOUD_REJECTED,Valid surface pixel coverage too low: 37.8% (threshold: 70.0%),2024-12-23T05:12:31.024000Z,53a8e3f3-71dc-4392-91de-ff114ca7d1db,S2A_MSIL2A_20241223T051231_N0511_R019_T43PGL_20241223T084549.SAFE,T43PGL,18.112123,CLOUD_REJECTED,Valid surface pixel coverage too low: 18.6% (threshold: 70.0%),2024-12-18T05:11:29.024000Z,50x50,"SCL, B04, B08, B11, B12",945.0,37.8,SUCCESS,"[77.63720,9.32306,77.64630,9.33204]",19940.0,2024-12-23T05:12:31.024000Z,50x50,"SCL, B04, B08, B11, B12",464.0,18.56,SUCCESS,"[77.63720,9.32306,77.64630,9.33204]",20865.0,2500.0,2500.0,0.5504532198321748,0.6430080791492361,0.5510937968234941,0.6641980101157539,0.07737593810534324,0.1024962553914879,0.1567419575633128,0.2823813354786806,0.7326646314871348,0.7967893500391543,0.36426615257307576,0.4861464181611266,0.3664626682986536,0.5047724080356286,0.1341908908001131,0.12248366734400151,-0.026140894993354008,-0.010740314537782892,0.6857307914500289,0.6983715766099186,0.11290838403307255,0.21329465066189734,0.11088871096877502,0.22425927667834192,0.10189452074209143,0.10043850088994684,-0.15801570580348592,-0.17392696989109546,0.42410932162030257,0.4116222760290557,0.579826855646935,0.5270032742482401,0.5764175741644761,0.5172869430606639,0.07182201885739563,0.06119735806893665,797.9047619047619,732.0431034482758,2784.8444444444444,3471.7758620689656,2228.601058201058,2222.5258620689656,1313.510052910053,1180.2931034482758,INSUFFICIENT_VALID_DATA,"Valid pixel coverage too low: pre=37.8%, post=18.6% (threshold=70.0%).",,,,,,,,,,,,,,,,
FIRMS_TN_0526,526,2025-01-02,720,2025-01-02T07:00,12.38014,79.09187,N,VIIRS_SUOMI_NPP,VIIRS,4.66,343.87,289.05,54.81999999999999,0.0135516328845203,1.7334238922150915,n,1.0,D,1,0,0,1,1,0,4.66,343.87,0,0,1.6626048011377843,1.027330867111519,40,Cropland,FAILED_TILE,27139.82351258469,27.13982351258469,342136913,way,Rajanthangal,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,34132.12627842833,34.13212627842833,995868195,,Power Plant,0,0,0,0,0,0.3449748374117188,MEDIUM,False,FAILED_TILE: OSM coverage unavailable - industrial context unknown; Moderate FRP=4.7 MW; Landcover=Cropland,UNVERIFIED,Other/Unclassified,367,PARTIAL_PRE_ONLY,True,Pre successful; post unavailable: MISSING_PRODUCT (No usable post-event product was matched in catalogue search.),1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-12-23T05:12:31.024000Z,a9be41a0-69c6-4e48-8ed3-5e47543307cb,S2A_MSIL2A_20241223T051231_N0511_R019_T44PKU_20241223T084549.SAFE,T44PKU,7.416421,REAL_CDSE_SUCCESS,,,,,,,MISSING_PRODUCT,No usable post-event product was matched in catalogue search.,2024-12-23T05:12:31.024000Z,50x50,"SCL, B04, B08, B11, B12",2497.0,99.88,SUCCESS,"[79.08727,12.37565,79.09647,12.38463]",19042.0,,50x50,"SCL, B04, B08, B11, B12",,,,,,2500.0,,0.6038132310151473,,0.6457543040560256,,0.16909043227779513,,0.11127415015896307,,0.8895135663651919,,0.3408742563426066,,0.36421725239616615,,0.16388289392861477,,-0.17371548409646975,,0.6787072243346007,,0.09806336814631283,,0.10462400747314339,,0.12776406587206424,,-0.31418624891209745,,0.4308608058608059,,0.5920048649953188,,0.5712701053799224,,0.08215476070694816,,572.2054465358431,,2308.109331197437,,1893.8029635562675,,1144.6764116940328,,MISSING_POST,Post Step 3A features are unusable (status: NONE).,,,,,,,,,,,,,,,,
FIRMS_TN_0036,36,2024-11-09,756,2024-11-09T07:00,12.29479,78.40997,N20,VIIRS_N20,VIIRS,2.87,330.79,293.83,36.96000000000004,0.0086761994014329,1.3532545070416904,n,1.0,D,1,0,1,1,1,0,2.87,330.79,0,0,0.8144831506495843,0.2430498114670693,40,Cropland,FAILED_TILE,16203.19104785215,16.20319104785215,1468887802,way,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,16203.19104785215,16.20319104785215,1468887802,,Power Plant,0,0,0,0,0,0.3008352537872789,MEDIUM,False,FAILED_TILE: OSM coverage unavailable - industrial context unknown; Moderate FRP=2.9 MW; Landcover=Cropland,UNVERIFIED,Other/Unclassified,313,PARTIAL_PRE_ONLY,True,Pre successful; post unavailable: MISSING_PRODUCT (No usable post-event product was matched in catalogue search.),1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-10-29T05:08:39.024000Z,263826c4-66ed-4030-9209-79b4d3c8520d,S2B_MSIL2A_20241029T050839_N0511_R019_T44PKU_20241029T073358.SAFE,T44PKU,22.935815,REAL_CDSE_SUCCESS,,,,,,,MISSING_PRODUCT,No usable post-event product was matched in catalogue search.,2024-10-29T05:08:39.024000Z,50x50,"SCL, B04, B08, B11, B12",2500.0,100.0,SUCCESS,"[78.40537,12.29030,78.41457,12.29928]",19485.0,,50x50,"SCL, B04, B08, B11, B12",,,,,,2500.0,,0.556404091088917,,0.625595001372855,,0.21586138395538612,,-0.23435171385991058,,0.8687175043327556,,0.31998031990239534,,0.36188296981844026,,0.21681017988742343,,-0.5771478035057347,,0.7285867237687366,,0.12728940501925534,,0.1432911219229659,,0.14316182279963915,,-0.546003717472119,,0.4786656322730799,,0.6616134217348775,,0.6260678490159635,,0.1476829872457866,,909.3368,,2976.3224,,2337.3828,,1621.6652,,MISSING_POST,Post Step 3A features are unusable (status: NONE).,,,,,,,,,,,,,,,,
FIRMS_TN_0499,499,2024-12-30,2050,2024-12-30T20:00,13.39337,80.10251,N,VIIRS_SUOMI_NPP,VIIRS,0.36,301.17,285.01,16.160000000000025,0.0011953381810937,0.3074846997479606,n,1.0,N,0,0,0,21,10,1,22.85,306.8885714285714,0,0,-1.470889288809924,-1.2976150271582478,30,Grassland,FAILED_TILE,137570.63331823653,137.57063331823653,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,139151.02847090605,139.15102847090606,1026841614,,Mining & Quarry,0,0,0,0,0,0.3305381638376358,MEDIUM,False,FAILED_TILE: Chennai/Ennore coast - high-density industrial region with no OSM coverage; Low FRP=0.36 MW; Persistent location (active 10 days); Landcover=Grassland,UNVERIFIED,Other/Unclassified,364,CLOUD_REJECTED,True,Post cloud-rejected (Valid surface pixel coverage too low: 66.2% (threshold: 70.0%)); pre: MISSING_PRODUCT,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,MISSING_PRODUCT,No usable pre-event product was matched in catalogue search.,2025-01-04T05:01:19.024000Z,f35ac237-1aaf-4d96-ae50-29f9ec96ea20,S2B_MSIL2A_20250104T050119_N0511_R119_T44PMV_20250104T132122.SAFE,T44PMV,14.188427,CLOUD_REJECTED,Valid surface pixel coverage too low: 66.2% (threshold: 70.0%),,50x50,"SCL, B04, B08, B11, B12",,,,,,2025-01-04T05:01:19.024000Z,50x50,"SCL, B04, B08, B11, B12",1655.0,66.2,SUCCESS,"[80.09789,13.38888,80.10713,13.39786]",18421.0,,2500.0,,0.40460529715321236,,0.5277777777777778,,0.27593453521905964,,-0.3151618398637138,,0.7658730158730159,,0.2950647611733449,,0.3449443638122883,,0.20938779956507944,,-0.5396854764107308,,0.581799591002045,,0.09992449614211875,,0.1111111111111111,,0.13893716956759133,,-0.470563320626853,,0.35516372795969775,,0.6664637882592085,,0.6173096976016684,,0.14613244300258818,,612.1069486404834,,1621.4978851963747,,1396.8773413897281,,982.2567975830816,MISSING_PRE,Pre Step 3A features are unusable (status: NONE).,,,,,,,,,,,,,,,,
